call_diff,sms_diff,traffic_diff,customes_class
-2.4867359792047012,1.8826968203267018,0.43106741843776486,0.0
1.2910807613883188,1.6645572532445274,1.3680850595459675,1.0
0.06957863958676658,0.38467485645380206,-1.8451136975438214,2.0
1.0868570654814296,0.25204018602849043,1.261922163878371,1.0
-1.1070532509320172,-0.7662431267115828,-1.5546930953180649,2.0
-1.0067052634927012,0.6400531650194821,0.796803946710175,0.0
-1.0031732574612873,-0.7729402320977624,-1.6506871160200103,2.0
0.08626186520414314,-0.2373283195285112,0.9061825587343566,0.0
-0.3567220967600425,1.4999521893249113,2.2640937487991044,0.0
-0.2824443026626431,1.4455770059097572,-1.3025185345146397,1.0
-0.5111057647635497,-0.30012389203913303,-2.3906917446051708,2.0
-2.510954904296792,1.5609595703425572,1.3615773139869995,0.0
-1.9781578351679392,1.007101841582262,0.06364676982672857,0.0
-0.03597842186168865,-0.15275072225200548,-1.3221882394444833,2.0
1.6291171362246182,2.4693413480871573,1.8366589629238637,1.0
0.07134011776829419,1.4452496482190962,-0.6934969848934451,1.0
0.6407527828748442,0.603275363865253,0.41131358163441445,1.0
1.703243007962426,2.0165943658691443,2.109078558489845,1.0
0.18957443503278437,0.6174202687979065,-3.1292013016329183,2.0
1.552419032963285,1.4047255782755403,1.8614893933103975,1.0
1.8559580614247788,0.608591929533526,2.501298133004629,1.0
-0.13193985977820633,-0.0073674233175081705,-1.852835008626374,2.0
0.5275351113916251,0.801784278196796,0.18816660186278922,1.0
-0.4920992398019487,0.6654410626745815,-1.3231279894776247,0.0
-0.44420239614224566,-0.25358389659904335,-0.9314789017702553,2.0
1.7313077334438927,-0.16636601912228732,2.435916533644341,1.0
-1.2508465259548354,-1.4437281225882765,-1.1395981639066723,2.0
-0.8960649201680182,-0.7206640940298288,-0.7764529592609971,2.0
-1.7990266054625526,1.15627612574213,-0.030414450293491102,0.0
1.1884836403926013,-0.5960878423996714,1.576671720504951,1.0
-1.1220151123856303,-0.9688856002312709,-1.131966758262266,2.0
-0.5385934186063916,1.7368331719031596,1.2330774371428173,0.0
1.5064252686340587,-0.48363796654316404,2.0961152830553926,1.0
-1.9489873987856752,-2.1924590660253935,0.9437930998560635,2.0
-1.3842531089936525,1.5223387522946656,2.854824307527089,0.0
1.957207842097767,0.4299763803174431,2.7502208640805073,1.0
-1.6128026179207398,1.6963772820014174,-1.0209211083774345,0.0
